RegionName,Year,HomeownershipRate,RentalRate,HomeValue_MillionUSD,HomeownerAffordability,RenterAffordability,Income_Tier,Less_than_High_School_Rate,Bachelors_or_Higher_Rate,ElderlyRate,SalesTotal_Million,CPI,MortgageRate,National_Unemployment,NonSingleHouseholdRate,Nominal_GDP_TrillionUSD
"Laredo, TX",2022,0.636544311007162,0.363455688992838,0.20491246531306742,0.2648740008470894,0.243671193251387,Low Income,7.2,22.4,0.1005825677795205,23.53732791666667,292.6254166666667,5.344038461538462,3.641666666666667,0.8066142342975557,26.0069
"Las Cruces, NM",2022,0.6648356774660042,0.3351643225339957,0.2582023551076752,0.3542588698051453,0.2810647283538569,Low Income,11.2,28.6,0.1665330867702172,59.315703,292.6254166666667,5.344038461538462,3.641666666666667,0.6175914911482752,26.0069
"Lawrence, KS",2022,0.5230257920713263,0.4769742079286738,0.2785603961753948,0.3565307015964717,0.2419904291693265,Lower-Middle Income,10.8,48.9,0.1423176953085926,36.79406625,292.6254166666667,5.344038461538462,3.641666666666667,0.5199211908931699,26.0069
"Lawton, OK",2022,0.569861756917367,0.4301382430826331,0.1296108340395897,0.2059468474294039,0.2067574206356129,Low Income,9.9,25.2,0.1389355173679156,31.354003333333328,292.6254166666667,5.344038461538462,3.641666666666667,0.6267436768906774,26.0069
"Lebanon, PA",2022,0.725821341297855,0.274178658702145,0.25575705670784227,0.2773577920713273,0.1767525402722353,Upper-Middle Income,15.1,25.7,0.2045885383755407,42.215566333333335,292.6254166666667,5.344038461538462,3.641666666666667,0.6902163091682505,26.0069
"Lincoln, NE",2022,0.5954615855635198,0.4045384144364802,0.26277487305859615,0.3250067762264532,0.1985700358669716,High Income,10.5,40.7,0.1567510381591248,101.46284058333332,292.6254166666667,5.344038461538462,3.641666666666667,0.5731513165003782,26.0069
"Longview, TX",2022,0.6980256581903548,0.3019743418096452,0.20336056888560508,0.26873937227842,0.2032066433292203,Lower-Middle Income,4.3,20.5,0.1679732435040296,67.65313541666667,292.6254166666667,5.344038461538462,3.641666666666667,0.6844446074700364,26.0069
"Longview, WA",2022,0.7130014302254307,0.2869985697745692,0.3882987352659956,0.4176202659564136,0.2145562949617142,Lower-Middle Income,3.4,16.6,0.2000696702275894,60.85204441666666,292.6254166666667,5.344038461538462,3.641666666666667,0.6920701945560626,26.0069
"Lubbock, TX",2022,0.5436044971041375,0.4563955028958625,0.2029856351232188,0.3040916894697062,0.2622743057573151,Lower-Middle Income,13.3,34.6,0.1324941418093505,107.07836758333332,292.6254166666667,5.344038461538462,3.641666666666667,0.601748873831245,26.0069
"Madera, CA",2022,0.6895188739322339,0.310481126067766,0.3894536337740565,0.4385683830250507,0.3744922083454495,Low Income,8.2,21.4,0.1498290235623003,72.236671,292.6254166666667,5.344038461538462,3.641666666666667,0.7639605612771471,26.0069
"Madison, WI",2022,0.6094877035669546,0.3905122964330454,0.3622870864586625,0.3653253638430316,0.2181348032779111,High Income,25.1,50.5,0.1623064081609485,263.2027570833333,292.6254166666667,5.344038461538462,3.641666666666667,0.5664600778004879,26.0069
"Manhattan, KS",2022,0.5017057569296375,0.4982942430703624,0.2224679314116351,0.3172321542318001,0.217449951312756,Lower-Middle Income,9.3,38.3,0.1122850787543585,,292.6254166666667,5.344038461538462,3.641666666666667,0.5983330102733088,26.0069
"Mankato, MN",2022,0.6300373405751418,0.3699626594248582,0.27200191156311854,0.3135783416958735,0.2268627575070989,Lower-Middle Income,15.3,35.6,0.1624452302252287,36.64531458333334,292.6254166666667,5.344038461538462,3.641666666666667,0.5687890984918287,26.0069
"Medford, OR",2022,0.6433001274931391,0.3566998725068608,0.4209588650123608,0.4475155137456251,0.2856412382636781,Upper-Middle Income,6.5,30.2,0.2339021132988034,149.29127516666665,292.6254166666667,5.344038461538462,3.641666666666667,0.6375197182185535,26.0069
"Merced, CA",2022,0.5848684959581009,0.4151315040418991,0.3964735500676973,0.5033591470905198,0.3650928401005012,Low Income,5.4,16.2,0.1176839738771231,87.39602666666667,292.6254166666667,5.344038461538462,3.641666666666667,0.7629511556415803,26.0069
"Midland, TX",2022,0.6331654048577299,0.3668345951422701,0.28728567425803814,0.2746512338873455,0.2001898241926517,High Income,5.9,30.0,0.106468153246001,77.87667641666667,292.6254166666667,5.344038461538462,3.641666666666667,0.6495173229011286,26.0069
"Missoula, MT",2022,0.5959931031897747,0.4040068968102253,0.5199616791169488,0.543051413015544,0.221914686039407,High Income,15.3,47.1,0.172586148495138,101.96878583333331,292.6254166666667,5.344038461538462,3.641666666666667,0.5234828891637617,26.0069
"Mobile, AL",2022,0.6633188729160132,0.3366811270839868,0.17659184779698248,0.2532352092737018,0.255960885524753,Low Income,7.1,24.9,0.1758454218946779,127.88281466666669,292.6254166666667,5.344038461538462,3.641666666666667,0.6144276693082081,26.0069
"Modesto, CA",2022,0.6206684321375938,0.3793315678624062,0.4426949848538029,0.4091649991464859,0.2874009720529967,Lower-Middle Income,4.0,18.8,0.1383193505963448,241.57110175,292.6254166666667,5.344038461538462,3.641666666666667,0.7338016160270129,26.0069
"Monroe, LA",2022,0.5934547214324603,0.4065452785675397,0.15201293454585035,0.2320700273108764,0.1956734116086186,Low Income,7.0,25.3,0.1708688858327295,41.96411908333334,292.6254166666667,5.344038461538462,3.641666666666667,0.6472203738430827,26.0069
"Monroe, MI",2022,0.7928065325834842,0.2071934674165157,0.22331464108814325,0.2499083046622528,0.2058665788729147,Upper-Middle Income,7.4,22.4,0.1974950035023681,45.68582008333333,292.6254166666667,5.344038461538462,3.641666666666667,0.6390556985352525,26.0069
"Montgomery, AL",2022,0.680527503082129,0.3194724969178711,0.1832779610970807,0.2288721625420953,0.2316153927919177,Lower-Middle Income,7.1,31.7,0.1647009733594681,126.45855433333331,292.6254166666667,5.344038461538462,3.641666666666667,0.6413451197439866,26.0069
"Morgantown, WV",2022,0.6307145098859713,0.3692854901140286,0.2143178913065721,0.2697629976772609,0.2673667198225543,Lower-Middle Income,19.6,41.1,0.1526010167256329,39.766622,292.6254166666667,5.344038461538462,3.641666666666667,0.5390033825016564,26.0069
"Morristown, TN",2022,0.7530770909945763,0.2469229090054237,0.24134760347525325,0.3086449189206833,0.2660000140037737,Low Income,4.1,20.3,0.2004966751498235,58.47196158333334,292.6254166666667,5.344038461538462,3.641666666666667,0.7074202810941514,26.0069
"Muncie, IN",2022,0.6620540039597287,0.3379459960402712,0.13286238463884337,0.1977849419366361,0.1803992545273164,Low Income,7.0,26.7,0.176299417125617,24.83869,292.6254166666667,5.344038461538462,3.641666666666667,0.5739500400185349,26.0069
"Napa, CA",2022,0.6190102890739834,0.3809897109260166,0.867440686184898,0.6236404934480997,0.3357899033081335,High Income,5.9,39.9,0.2156515264333581,154.9071705,292.6254166666667,5.344038461538462,3.641666666666667,0.6286526212640863,26.0069
"New Bern, NC",2022,0.7479178341610466,0.2520821658389534,0.2210116966917691,0.2635606771293673,0.2616657610469975,Lower-Middle Income,10.3,26.7,0.2240269085585993,59.21648508333334,292.6254166666667,5.344038461538462,3.641666666666667,0.6638389147616379,26.0069
"Niles, MI",2022,0.7570248456034496,0.2429751543965503,0.2302563739521441,0.2958926739983692,0.2454547393303875,Upper-Middle Income,5.8,30.4,0.2153891432308698,68.98457233333333,292.6254166666667,5.344038461538462,3.641666666666667,0.6269684572980998,26.0069
"Ocala, FL",2022,0.7850140355812688,0.2149859644187312,0.2800697825977853,0.3749850593425226,0.3126352680729166,Low Income,4.2,22.9,0.2905969753919503,214.66971858333332,292.6254166666667,5.344038461538462,3.641666666666667,0.643832600466018,26.0069
"Odessa, TX",2022,0.6427405943079482,0.3572594056920518,0.21494802725553488,0.2833117727945052,0.2554939973311357,Upper-Middle Income,5.6,15.3,0.0989376449160497,24.603214416666667,292.6254166666667,5.344038461538462,3.641666666666667,0.6769274216323072,26.0069
"Oklahoma City, OK",2022,0.6325193149468378,0.3674806850531621,0.21816546627633576,0.2670726910053077,0.2219512120381131,Upper-Middle Income,9.5,34.0,0.1492832572736367,583.3960513333334,292.6254166666667,5.344038461538462,3.641666666666667,0.6427954634007645,26.0069
"Panama City, FL",2022,0.6622007995546784,0.3377992004453216,0.3447050618466482,0.3979082231202779,0.2982531273450766,Lower-Middle Income,7.8,28.3,0.1821869564747696,277.29659275,292.6254166666667,5.344038461538462,3.641666666666667,0.644185516927281,26.0069
"Peoria, IL",2022,0.7426801103373322,0.2573198896626678,0.13251668163396263,0.186152278687883,0.1595529544243085,Upper-Middle Income,12.3,31.0,0.1967436506477183,98.18240033333332,292.6254166666667,5.344038461538462,3.641666666666667,0.6236835421355117,26.0069
"Pittsburgh, PA",2022,0.7045237801498854,0.2954762198501146,0.19525709633804728,0.1964687283348443,0.2205446302120795,High Income,16.4,38.1,0.2159245896000803,726.2879734166667,292.6254166666667,5.344038461538462,3.641666666666667,0.5837519117528988,26.0069
"Pittsfield, MA",2022,0.6999314716463937,0.3000685283536063,0.3260677560793962,0.3465618153610036,0.2131143527261366,High Income,11.5,39.0,0.250197483165049,72.45156716666668,292.6254166666667,5.344038461538462,3.641666666666667,0.5932328250813774,26.0069
"Pocatello, ID",2022,0.6891971036098392,0.3108028963901608,0.31399239236526816,0.3533936957021469,0.1672536804372514,Low Income,7.6,29.0,0.1540584415584415,22.01644575,292.6254166666667,5.344038461538462,3.641666666666667,0.6391758066233628,26.0069
"Port St. Lucie, FL",2022,0.8028007917010632,0.1971992082989367,0.3938181091533138,0.4633997320414885,0.3828518637120945,High Income,7.4,30.1,0.2712085421827889,463.0953175,292.6254166666667,5.344038461538462,3.641666666666667,0.6661975473180629,26.0069
"Pueblo, CO",2022,0.6905070754716981,0.3094929245283019,0.28957810661658484,0.3515254778036634,0.2453821455956903,Low Income,8.4,23.8,0.1928407964894068,82.15889991666667,292.6254166666667,5.344038461538462,3.641666666666667,0.6021079009433963,26.0069
"Punta Gorda, FL",2022,0.830991520833103,0.1690084791668969,0.3654721166415952,0.4127089862558727,0.4340259454975833,Lower-Middle Income,5.6,27.5,0.4050063899812988,249.04619475,292.6254166666667,5.344038461538462,3.641666666666667,0.6528405761853698,26.0069
"Racine, WI",2022,0.7207112038792939,0.2792887961207061,0.2393377925892029,0.2767467316081896,0.1942275654534472,Upper-Middle Income,12.8,31.7,0.1815099619088467,42.59356525,292.6254166666667,5.344038461538462,3.641666666666667,0.5991523590128673,26.0069
"Rapid City, SD",2022,0.6838776602864409,0.3161223397135591,0.3352708452798665,0.3524813622215546,0.2126931544489045,High Income,5.3,33.1,0.188922630961419,59.04465541666666,292.6254166666667,5.344038461538462,3.641666666666667,0.6065787712488288,26.0069
"Reading, PA",2022,0.7205379108784521,0.2794620891215479,0.25293361438690226,0.290235955535055,0.194934679407736,Upper-Middle Income,10.3,27.3,0.1813780494321046,124.95406633333332,292.6254166666667,5.344038461538462,3.641666666666667,0.6703230301572914,26.0069
"Redding, CA",2022,0.6792860854057545,0.3207139145942454,0.36205515697684354,0.3808573303797861,0.2359949418184275,Lower-Middle Income,5.3,23.8,0.218935499917095,97.06349541666668,292.6254166666667,5.344038461538462,3.641666666666667,0.5967309339586874,26.0069
"Reno, NV",2022,0.6060288570915404,0.3939711429084596,0.5268770451797139,0.4556779367218502,0.2554650670110419,High Income,13.5,31.6,0.1793893129770992,400.023504,292.6254166666667,5.344038461538462,3.641666666666667,0.6185964597178152,26.0069
"Rochester, MN",2022,0.7388716247427876,0.2611283752572124,0.2993664985842136,0.2825425178479482,0.2167071935864352,High Income,21.1,43.0,0.179894156695444,93.76631808333332,292.6254166666667,5.344038461538462,3.641666666666667,0.6367110401881325,26.0069
"Rockford, IL",2022,0.6915103984001313,0.3084896015998686,0.1585942413450087,0.2305909216263606,0.1992142850798501,Lower-Middle Income,9.0,26.0,0.1860369413911767,71.08270633333333,292.6254166666667,5.344038461538462,3.641666666666667,0.6392460320421458,26.0069
"Rome, GA",2022,0.650773229710925,0.349226770289075,0.20499994018025264,0.2723043156165397,0.2134703923775966,Low Income,4.7,24.1,0.1765031223917219,36.43202475,292.6254166666667,5.344038461538462,3.641666666666667,0.6783154357129729,26.0069
"St. Cloud, MN",2022,0.6833778456060028,0.3166221543939972,0.27363068493879256,0.2960740304114109,0.1949958010667119,Upper-Middle Income,11.7,30.0,0.1578011373768997,70.18084916666668,292.6254166666667,5.344038461538462,3.641666666666667,0.6227394124380008,26.0069
"St. George, UT",2022,0.7607906413876563,0.2392093586123437,0.5161114203740913,0.4793670021778683,0.2825970166511391,Lower-Middle Income,7.4,36.6,0.2236038041278834,193.13729891666662,292.6254166666667,5.344038461538462,3.641666666666667,0.7533349097939936,26.0069
"Salem, OR",2022,0.6277078272939077,0.3722921727060923,0.4272391111173367,0.4430968931877836,0.2582397896542181,Lower-Middle Income,6.2,27.6,0.1743823871176232,203.98517566666663,292.6254166666667,5.344038461538462,3.641666666666667,0.6645206464085659,26.0069
"Salinas, CA",2022,0.5139376637892622,0.4860623362107378,0.7775787747943714,0.6441754845822246,0.3410978502934964,High Income,10.6,27.5,0.1529924363186079,337.59229325,292.6254166666667,5.344038461538462,3.641666666666667,0.7289500117059761,26.0069
"Salt Lake City, UT",2022,0.6764501129030819,0.3235498870969181,0.5328754968551028,0.4175042111147847,0.2131130838703596,High Income,10.5,37.9,0.1185650506124273,852.690548,292.6254166666667,5.344038461538462,3.641666666666667,0.6806516248226128,26.0069
"San Angelo, TX",2022,0.6559908552426478,0.3440091447573521,0.21676283667446056,0.3219935043375165,0.2461782155360851,Upper-Middle Income,9.3,24.3,0.1687624144327527,12.963032181818182,292.6254166666667,5.344038461538462,3.641666666666667,0.6808064013301465,26.0069
"Santa Fe, NM",2022,0.6972006306879478,0.3027993693120522,0.5153639783192228,0.4817899183916709,0.2834842030946397,High Income,6.1,45.5,0.2764993832870798,142.71045266666667,292.6254166666667,5.344038461538462,3.641666666666667,0.5703161738264502,26.0069
"Savannah, GA",2022,0.626596161858778,0.373403838141222,0.3014598341884773,0.3194873222559403,0.2728068029532353,Lower-Middle Income,13.9,33.4,0.1576655281292052,252.48514708333332,292.6254166666667,5.344038461538462,3.641666666666667,0.634408470380628,26.0069
"Sheboygan, WI",2022,0.7166264297304785,0.2833735702695215,0.23897830505162382,0.2731565695534739,0.1624420896907903,Upper-Middle Income,19.2,27.5,0.2011354282465355,32.44812033333333,292.6254166666667,5.344038461538462,3.641666666666667,0.6215617208216251,26.0069
"Sioux Falls, SD",2022,0.675447220051591,0.324552779948409,0.30717117263904586,0.3170280449897636,0.1729407109555782,High Income,18.8,37.1,0.1462451822534091,77.43938033333333,292.6254166666667,5.344038461538462,3.641666666666667,0.6120759916983859,26.0069
"Springfield, IL",2022,0.7433075755485028,0.2566924244514971,0.15854533874159646,0.2029563966895137,0.1609165541479632,Upper-Middle Income,18.5,35.2,0.1967710071868932,55.72657341666665,292.6254166666667,5.344038461538462,3.641666666666667,0.60346810174325,26.0069
"Springfield, MA",2022,0.6389053898855491,0.3610946101144509,0.30653308575409804,0.3695922185667603,0.2821250554823895,Upper-Middle Income,13.2,36.1,0.1923564806349106,215.95254875,292.6254166666667,5.344038461538462,3.641666666666667,0.5953103567455474,26.0069
"Springfield, MO",2022,0.6252708484499713,0.3747291515500288,0.23845801337122008,0.298879569278805,0.2243323779215467,Lower-Middle Income,13.6,29.8,0.1759961041078138,219.2358628333333,292.6254166666667,5.344038461538462,3.641666666666667,0.621592814071609,26.0069
"Springfield, OH",2022,0.6797958345974694,0.3202041654025306,0.15863549399087912,0.229653512640745,0.211642233053996,Low Income,9.6,20.5,0.2049009500782461,27.69004725,292.6254166666667,5.344038461538462,3.641666666666667,0.5857441150750451,26.0069
"State College, PA",2022,0.608730171857684,0.391269828142316,0.30072346215725065,0.3461404451391371,0.2970297227775235,Lower-Middle Income,10.4,46.0,0.1614833517437273,48.11618616666666,292.6254166666667,5.344038461538462,3.641666666666667,0.5514828721239889,26.0069
"Stockton, CA",2022,0.6330884693451507,0.3669115306548492,0.5260851916108349,0.4560183019767467,0.3158673992777586,Upper-Middle Income,7.2,22.9,0.1348198313475679,363.89265133333333,292.6254166666667,5.344038461538462,3.641666666666667,0.7470556380036626,26.0069
"Sumter, SC",2022,0.7080298751486326,0.2919701248513674,0.173851193569461,0.2377262247292728,0.2664897497516257,Low Income,2.6,23.9,0.1927885862516212,35.41144908333334,292.6254166666667,5.344038461538462,3.641666666666667,0.645009661117717,26.0069
"Tallahassee, FL",2022,0.5780423703343713,0.4219576296656286,0.2589188665869921,0.332301193930052,0.2623691745683144,Lower-Middle Income,14.9,40.2,0.1585426879084967,136.7648545,292.6254166666667,5.344038461538462,3.641666666666667,0.5576117608691482,26.0069
"Terre Haute, IN",2022,0.6885406998962712,0.3114593001037288,0.13600487600662087,0.2155294817259123,0.1956912666713634,Low Income,9.6,22.9,0.1893490801924051,29.01453633333333,292.6254166666667,5.344038461538462,3.641666666666667,0.6100889883714582,26.0069
"The Villages, FL",2022,0.8897559472106251,0.1102440527893748,0.4155455762081034,0.4238608349191652,0.2878450949344855,High Income,11.6,38.0,0.5784093260674622,141.53672516666666,292.6254166666667,5.344038461538462,3.641666666666667,0.6485471713973493,26.0069
